# When publishing work using this dataset please cite the following reference:
# Brylinski M, Skolnick J. (2008) What is the relationship between the global 
# structures of apo and holo proteins? Proteins 70, 363-77.
#
# Format: #_of_domains(PDP) #_of_conformers PDB_codes

   2   4  1rwaA 1rwfA 1rwgA 1rwcA
   2   9  1rxcB 1rxyB 1tgyA 1tgvA 1u1dE 1u1gF 1u1cC 1u1eD 1u1fF
   3   2  1rz6A 1nmlA
   1   2  1rzpB 2bwiA
   1   4  1rzyA 4rhn_ 3rhn_ 5rhn_
   2   2  1s0iA 1s0jA
   1   2  1s18A 1s1dA
   2   3  1s2gA 1s3fA 1s2iA
   1   2  1s2nA 1sh7A
   1   2  1s3zA 1s5kA
   1   3  1s4nB 1s4pB 1s4oB
   3   2  1s7gA 1yc2B
   1   2  1s7lA 1s7nB
   1   2  1s9pA 1tfcB
   1   2  1sb9A 1sb8A
   2   3  1scwA 1yqsA 1sdeA
   1   3  1si6X 1y21A 1yjhA
   1   2  1si9A 1tr0L
   5   2  1sijA 1zcsA
   2   4  1sjaA 1sjdB 1sjcD 1sjbD
   1   2  1sjnB 1sixA
   4   4  1sli_ 2sli_ 3sli_ 4sli_
   1   3  1snc_ 1stg_ 1sth_
   1   2  1ssxA 2h5cA
   2   2  1st0A 1st4A
   1   2  1suoA 2bdmA
   2   3  1suwA 1z0sA 1z0uB
   3   2  1szcA 1szdA
   1   2  1t0qA 1t0sA
   2   2  1t15A 1y98A
   3   2  1t1rA 1t1sB
   3   2  1t44A 2ff3B
   1   2  1t4fM 2axiA
   2   4  1t4gA 2fpkA 2fplA 2b21A
   1   2  1t8tA 1t8uA
   3   2  1t9cA 1t9dD
   1   4  1t9sA 1tbfA 1xozA 1xp0A
   1   2  1tc1B 1tc2B
   1   2  1tcbB 1tccB
   2   2  1te6A 2akzA
   1   2  1tfkA 1v74A
   1   2  1tj1A 1tj2A
   2   5  1tj5A 2d2vA 1u2sA 2b1qA 2b1rA
   1   3  1tjmA 1uowA 1tjxA
   2   3  1tkeA 1tkgA 1tkyA
   2   4  1tl9A 2g8jA 1tloA 2g8eA
   1   2  1tr7A 1uwfA
   1   2  1tv8A 2fb3A
   1   2  1twqA 2aphB
   1   2  1tx0B 1tx2B
   2   2  1txzA 1ty8A
   2   4  1tzbA 1tzcB 1x9iB 1x9hB
   1   2  1u11A 2fwjA
   2   3  1u1wA 1xuaB 1u1xB
   1   2  1u27A 1u29A
   1   2  1u3fA 1u3gA
   2   3  1u55A 1xbnA 1u56A
   2   2  1uakA 1ualA
   1   2  1uaqA 1p6oA
   1   3  1uf5A 1uf8B 1uf7B
   6   3  1uh2A 2d0hA 1uh4A
   3   2  1uh5A 1v35B
   2   2  1uhiA 1uhkA
   2   7  1uk4A 2a5iA 2alvA 2a5kA 2amdA 1wofA 2amqA
   2   2  1ukvG 2bcgG
   1   4  1uldA 1ulgB 1ulfB 1uleB
   1   3  1umbA 1umcA 1umdA
   1   2  1umnA 2bw1B
   5   3  1uooA 1uoqA 1uopA
   1   2  1up3A 1uozA
   3   2  1upbB 1upcB
   2   2  1uqtA 1uquA
   1   3  1uqyA 1ur2A 1uqzA
   2   2  1urdA 1urgA
   1   4  1urvA 1ux9B 1uryB 1ut0B
   1   2  1uscA 1usfB
   2   2  1usiA 1uskC
   1   2  1usqA 1ut1D
   3   2  1uu1A 2f8jC
   1   2  1uuqA 1uz4A
   2   5  1uxnA 1uxqA 1uxtA 1uxrA 1uxuA
   1   4  1uy0A 1uz0A 1uyyB 1uyzB
   3   2  1v26A 1v25A
   2   2  1v3tA 1v3vA
   2   3  1v7uA 1x07A 1x06A
   3   2  1v7wA 1v7xA
   1   2  1v83A 1v84A
   1   2  1v9tB 1vaiB
   1   2  1v9zA 1vb6A
   6   2  1vb9A 2d2oA
   1   2  1vc8A 1vcdB
   1   2  1vczA 1vd3A
   1   2  1vd5A 2fuzA
   2   2  1vhlA 1vhtB
   4   2  1vj5A 1zd3A
   2   2  1vjcA 1vjdA
   2   8  1vrnC 1prcC 2prcC 4prcC 5prcC 6prcC 3prcC 2i5nC
   7   2  1vrqA 1x31A
   2   2  1vrqB 1x31B
   2   2  1vzgA 1vzhB
   5   2  1w0oA 1w0pA
   1   2  1w1dA 1w1gA
   2   2  1w2cA 1w2dA
   1   2  1w37A 1w3iB
   1   2  1w3oA 1w3rA
   1   4  1w44A 1w48B 1w4aC 1w49C
   1   2  1w4rC 1xbtC
   2   2  1w5aA 1w5bB
   3   2  1w5sB 1w5tB
   2   2  1w61A 1w62A
   1   2  1w6mB 1w6oB
   3   2  1w8nA 1w8oA
   1   2  1w92A 1q1fA
   1   5  1w9uA 2iuzB 1w9vB 2a3eA 2a3cA
   1   2  1waqA 2bhkA
   2   2  1wb0A 1wawA
   1   2  1wc0A 1wc3A
   1   3  1wluA 1wlvA 1wn3H
   2   3  1wm1A 1x2eA 1x2bA
   2   2  1wngA 2dekA
   2   3  1wnlA 1wqwB 1x01B
   2   3  1wooA 1wopA 1worA
   1   2  1wpvA 1wroB
   2   2  1wq4A 1wq3A
   1   2  1wraA 2bibA
   2   2  1wuqA 1wurD
   1   2  1wzeA 1wziA
   3   3  1x28A 1x2aB 1x29B
   2   2  1x54A 1x55A
   1   2  1x6mB 1xa8B
   2   2  1x8iA 1x8hA
   2   2  1xaiA 1xagA
   1   2  1xddA 1xdgA
   2   2  1xefA 2ffaA
   1   2  1xffA 1xfgB
   1   2  1xg3B 1xg4A
   3   2  1xjqB 1xnjB
   1   5  1xp1A 1yimA 1xp9A 1xpcA 1xp6A
   2   2  1xqwA 1xqxA
   2   4  1xsiB 1xskD 2f2hF 1xsjF
   2   8  1xu3A 1xvbB 1xveB 1xvfB 1xu5B 1xvgB 1xvdB 1xvcA
   2   2  1xuuA 1xuzA
   3   2  1xvuA 1xvvA
   2   6  1xwsA 1xr1A 1yxtA 1yxuD 1yxxA 1yxvA
   1   2  1xx1A 2f9rC
   1   2  1xz1A 1xz3A
   1   4  1y2uA 1y2vB 1y2wB 1y2xC
   1   2  1y30A 2aq6A
   2   2  1y3nA 1y3pA
   1   2  1y5iC 1y5nC
   1   2  1y9lA 1y9tA
   1   3  1yczA 1yd0A 1yd1A
   4   3  1yfrA 1ygbA 1yfsB
   2   3  1yfuA 1yfwA 1yfxA
   2   2  1yljA 1ymsA
   2   2  1ym2B 1ym4B
   1   2  1ynpB 1ynqB
   2   2  1yonA 1yjqA
   2   2  1yq3B 1yq4B
   1   2  1yq3C 1yq4C
   1   3  1yq3D 2h89D 1yq4D
   2   2  1yqdA 1yqxB
   1   2  1ys3A 1ysrA
   1   2  1yunA 1yumA
   1   2  1yv5A 1zw5A
   3   2  1yvhA 2cblA
   1   2  1yxdA 2atsB
   1   4  1yy6A 2fooA 2fopA 2fojA
   3   3  1z2nX 1z2pX 1z2oX
   3   2  1z5aA 1z5bA
   2   5  1za1B 2fzkB 2fzgD 2fzcD 1tugD
   1   2  1zabA 2fr6D
   3   2  1zarA 1tqmA
   1   4  1zb6A 1zcwA 1zdwA 1zdyA
   1   3  1zg7A 1zg9B 1zg8B
   2   2  1zhqC 1zhsG
   1   5  1zhtA 1zhyA 1zhzA 1zhxA 1zhwA
   2   2  1zieA 1ziqA
   4   2  1zmdA 2f5zJ
   1   2  1zp3C 1zptB
   2   3  1zq6A 1zq8A 1yh1A
   2   2  1zsqA 1zvrA
   2   2  1zvzA 1t01A
   3   2  1zx9A 1zk7A
   1   2  1zxcA 2a8hA
   2   2  1zy4A 1zy5A
   1   2  1zykA 2gvqD
   1   2  1zz1A 1zz3B
   2   2  1zz7A 1zzcB
   1   3  2a4gC 2a4qC 2a4rC
   1   5  2a50A 2a52A 2a56A 2a54A 2a53A
   1   2  2a5fB 2a5dB
   7   3  2a68C 2a6hM 2a69M
   2   2  2a9aA 2a99A
   2   4  2a9yA 2ab8A 2aa0A 2a9zA
   1   2  2afkE 2afhE
   1   3  2afwA 2afxB 2afzB
   3   6  2aglA 2ah0B 2agwB 2agyB 2iuqB 2agzB
   2   2  2ahvB 2ahwB
   1   2  2aijX 2aikX
   1   3  2apgA 2ar8A 2aqjA
   1   2  2arcA 2aacB
   1   2  2artA 2aruA
   1   2  2b0mA 1d3hA
   3   2  2b3bA 2b3fB
   3   2  2b51A 2b56A
   1   2  2b8tA 1xmrD
   3   6  2b9wA 2bacA 2ba9A 2b9yA 2babA 2b9xA
   2   2  2bb6A 2bbcA
   1   3  2bcdA 1jk7A 2bdxA
   1   2  2besA 2betE
   2   2  2bexA 1z7xW
   1   2  2bfnA 1k6eA
   2   2  2bgiA 2bgjC
   2   4  2bhpA 2iy6B 2bhqB 2bjkB
   3   2  2bi7A 2bi8A
   3   2  2biaB 1w23B
   1   2  2bj7A 2bj8A
   1   2  2bkvA 2bkxB
   1   3  2blfB 2c9xB 2bpbB
   2   2  2bnqD 2bnrD
   2   2  2bnqE 2bnrE
   2   2  2bo4A 2bo6B
   1   2  2br8A 2c9tD
   1   2  2bv7A 1wbeA
   1   3  2bwaA 1h0bB 2bwcB
   1   3  2bwmA 2bwrB 2c25B
   1   2  2bznA 2c6qG
   1   3  2bzzA 2c02A 2c05A
   1   2  2c53A 2c56A
   1   2  2c6zA 2ci5B
   1   2  2ca9B 2cajB
   3   2  2cbiA 2cbjB
   1   2  2cbmA 2cboA
   1   4  2cc8A 2cccA 1mogA 2ccbA
   2   2  2cdbB 2cdcC
   1   2  2ce8A 2ce9C
   1   2  2ceqA 2cerA
   2   2  2chlA 2izsA
   2   3  2cjdA 2cjhA 2cjgA
   1   2  2cnqA 2cnuA
   1   4  2cnyA 2co1A 2co4A 2cnzA
   1   2  2co0C 2cnxA
   3   2  2cvwA 2cvxA
   1   2  2cwfA 2cwhB
   2   2  2cy0A 2ev9B
   1   3  2cz5A 2czeB 2czfB
   3   2  2d10A 1j19A
   1   3  2d36A 2d37A 2d38A
   2   2  2daaA 3daaA
   2   2  2de3A 2de4B
   4   2  2deyX 2dewX
   4   2  2dkcA 2dkdA
   1   2  2duaA 2hjpA
   1   2  2dvuA 2dvxA
   1   2  2evuA 2f2bA
   4   5  2ez4A 2ez9B 2eztB 2ezuB 2ez8A
   2   2  2f6uA 2f6xA
   1   2  2f98A 2f99A
   1   3  2fal_ 2fam_ 5mba_
   2   2  2faqA 2farB
   1   2  2fctA 2fcvA
   1   2  2fgqX 2fgrA
   2   2  2fhjA 2fhkD
   2   2  2fibA 1re3C
   1   2  2fp2B 2ao2B
   1   2  2fqoA 2fqtA
   1   3  2fqwA 2fqyA 2fqxA
   1   2  2ft9A 2ftbA
   4   2  2g28A 2ieaB
   2   2  2g2yA 2g1hA
   1   2  2gj9A 2gjaA
   1   2  2gjlA 2gjnA
   2   2  2gkeA 2gkjA
   2   2  2gmsA 2gmuB
   1   2  2gn4A 2gn8B
   1   2  2go3A 1p42A
   1   3  2gucA 2gudB 2gueA
   1   2  2gxqA 2gxsA
   2   3  2gz1A 2gz2B 2gz3D
   4   2  2h21A 2h23A
   1   3  2h8xA 2h8zA 2h90A
   2   2  2hb6A 2hc9A
   1   3  2hkzA 2hl0A 2hl1B
   1   3  2hmtA 2hmvA 2hmuA
   2   2  2hozA 2hp1A
   1   3  2hpoA 2hptA 2dqmA
   1   2  2hteC 2i7cA
   2   2  2i3aA 2i3gA
   2   2  2i66A 2i67A
   3   2  2i80A 2i8cB
   1   2  2j1eA 2j1fA
   1   2  2j1sA 2j1vA
   1   2  2por_ 3por_
   1   2  351c_ 451c_
   2   2  3gbp_ 1gca_
   1   2  4tmkA 5tmpA
